prison_id,country,indicators,crime_category,year,count
628,Mexico,entering,acts to cause harm,2016,22129
629,Bermuda,entering,acts to cause harm,2017,28
630,Chile,entering,acts to cause harm,2017,22
631,Costa Rica,entering,acts to cause harm,2017,30
632,Luxembourg,entering,acts to cause harm,2017,190
633,Mexico,entering,acts to cause harm,2017,19170
634,Switzerland,entering,acts to cause harm,2018,229
635,Chile,entering,acts to cause harm,2018,26
636,Dominica,entering,acts to cause harm,2018,30
637,Mexico,entering,acts to cause harm,2018,19800
638,Malta,entering,acts to cause harm,2018,21
639,Belize,entering,acts to cause harm,2019,92
640,Bermuda,entering,acts to cause harm,2019,41
641,Switzerland,entering,acts to cause harm,2019,195
642,Chile,entering,acts to cause harm,2019,23
643,Dominica,entering,acts to cause harm,2019,36
644,Spain,entering,acts to cause harm,2019,2485
645,Malta,entering,acts to cause harm,2019,25
646,Austria,entering,acts to cause harm,2020,1334
647,Chile,entering,acts to cause harm,2020,535
648,Colombia,entering,acts to cause harm,2020,1578
649,Italy,entering,acts to cause harm,2020,7906
650,Mexico,entering,acts to cause harm,2020,24578
651,Austria,entering,acts to cause harm,2021,1364
652,Chile,entering,acts to cause harm,2021,600
653,Colombia,entering,acts to cause harm,2021,600
654,Italy,entering,acts to cause harm,2021,8759
655,Mexico,entering,acts to cause harm,2021,25675
656,Malta,entering,acts to cause harm,2021,59
657,Costa Rica,entering,violent against property,2016,427
658,Mexico,entering,violent against property,2016,54836
659,Bermuda,entering,violent against property,2017,17
660,Costa Rica,entering,violent against property,2017,522
661,Luxembourg,entering,violent against property,2017,51
662,Mexico,entering,violent against property,2017,32904
663,Switzerland,entering,violent against property,2018,147
664,Chile,entering,violent against property,2018,583
665,Dominica,entering,violent against property,2018,24
666,Mexico,entering,violent against property,2018,23534
667,Malta,entering,violent against property,2018,93
668,Bermuda,entering,violent against property,2019,7
669,Switzerland,entering,violent against property,2019,75
670,Chile,entering,violent against property,2019,491
671,Dominica,entering,violent against property,2019,29
672,Spain,entering,violent against property,2019,16961
673,Malta,entering,violent against property,2019,96
674,Austria,entering,violent against property,2020,415
675,Chile,entering,violent against property,2020,7930
676,Italy,entering,violent against property,2020,7052
677,Mexico,entering,violent against property,2020,23920
678,Austria,entering,violent against property,2021,369
679,Chile,entering,violent against property,2021,7034
680,Italy,entering,violent against property,2021,7436
681,Mexico,entering,violent against property,2021,34490
682,Costa Rica,entering,against property only,2016,425
683,Bermuda,entering,against property only,2017,66
684,Chile,entering,against property only,2017,570
685,Costa Rica,entering,against property only,2017,503
686,Luxembourg,entering,against property only,2017,310
687,Switzerland,entering,against property only,2018,1703
688,Chile,entering,against property only,2018,44
689,Dominica,entering,against property only,2018,25
690,Mexico,entering,against property only,2018,27642
691,Belize,entering,against property only,2019,457
692,Bermuda,entering,against property only,2019,72
693,Switzerland,entering,against property only,2019,1433
694,Chile,entering,against property only,2019,38
695,Dominica,entering,against property only,2019,20
696,Spain,entering,against property only,2019,4092
697,Malta,entering,against property only,2019,18
698,Austria,entering,against property only,2020,1458
699,Chile,entering,against property only,2020,7374
700,Colombia,entering,against property only,2020,1980
701,Italy,entering,against property only,2020,6237
702,Mexico,entering,against property only,2020,22690
703,Austria,entering,against property only,2021,1304
704,Chile,entering,against property only,2021,6768
705,Colombia,entering,against property only,2021,3956
706,Italy,entering,against property only,2021,6410
707,Mexico,entering,against property only,2021,25428
708,Malta,entering,against property only,2021,14
709,Costa Rica,entering,controlled psychoactive substances,2016,448
710,Mexico,entering,controlled psychoactive substances,2016,20586
711,Chile,entering,controlled psychoactive substances,2017,39
712,Costa Rica,entering,controlled psychoactive substances,2017,531
713,Luxembourg,entering,controlled psychoactive substances,2017,75
714,Mexico,entering,controlled psychoactive substances,2017,19646
715,Switzerland,entering,controlled psychoactive substances,2018,927
716,Chile,entering,controlled psychoactive substances,2018,79
717,Mexico,entering,controlled psychoactive substances,2018,22424
718,Malta,entering,controlled psychoactive substances,2018,10
719,Bermuda,entering,controlled psychoactive substances,2019,22
720,Switzerland,entering,controlled psychoactive substances,2019,691
721,Chile,entering,controlled psychoactive substances,2019,58
722,Spain,entering,controlled psychoactive substances,2019,10776
723,Austria,entering,controlled psychoactive substances,2020,1576
724,Chile,entering,controlled psychoactive substances,2020,5574
725,Colombia,entering,controlled psychoactive substances,2020,2480
726,Italy,entering,controlled psychoactive substances,2020,11176
727,Mexico,entering,controlled psychoactive substances,2020,27686
728,Austria,entering,controlled psychoactive substances,2021,1599
729,Chile,entering,controlled psychoactive substances,2021,7140
730,Colombia,entering,controlled psychoactive substances,2021,5077
731,Italy,entering,controlled psychoactive substances,2021,10824
732,Mexico,entering,controlled psychoactive substances,2021,26303
733,Costa Rica,entering,acts against public order,2016,19
734,Mexico,entering,acts against public order,2016,543
735,Costa Rica,entering,acts against public order,2017,31
736,Luxembourg,entering,acts against public order,2017,42
737,Mexico,entering,acts against public order,2017,567
738,Switzerland,entering,acts against public order,2018,6
739,Chile,entering,acts against public order,2018,35
740,Dominica,entering,acts against public order,2018,3
741,Mexico,entering,acts against public order,2018,1660
742,Switzerland,entering,acts against public order,2019,13
743,Chile,entering,acts against public order,2019,44
744,Dominica,entering,acts against public order,2019,12
745,Spain,entering,acts against public order,2019,2409
746,Malta,entering,acts against public order,2019,22
747,Austria,entering,acts against public order,2020,115
748,Chile,entering,acts against public order,2020,70
749,Colombia,entering,acts against public order,2020,152
750,Italy,entering,acts against public order,2020,5554
751,Mexico,entering,acts against public order,2020,1261
752,Austria,entering,acts against public order,2021,162
753,Chile,entering,acts against public order,2021,105
754,Colombia,entering,acts against public order,2021,271
755,Italy,entering,acts against public order,2021,5977
756,Mexico,entering,acts against public order,2021,2703
757,Costa Rica,entering,against public state security,2016,6
758,Mexico,entering,against public state security,2016,6577
759,Costa Rica,entering,against public state security,2017,5
760,Luxembourg,entering,against public state security,2017,131
761,Mexico,entering,against public state security,2017,8193
762,Switzerland,entering,against public state security,2018,10
763,Dominica,entering,against public state security,2018,8
764,Mexico,entering,against public state security,2018,8848
765,Malta,entering,against public state security,2018,2
766,Switzerland,entering,against public state security,2019,5
767,Dominica,entering,against public state security,2019,8
768,Spain,entering,against public state security,2019,33
769,Malta,entering,against public state security,2019,2
770,Austria,entering,against public state security,2020,539
771,Chile,entering,against public state security,2020,103
772,Colombia,entering,against public state security,2020,2495
773,Italy,entering,against public state security,2020,3494
774,Mexico,entering,against public state security,2020,11724
775,Austria,entering,against public state security,2021,531
776,Chile,entering,against public state security,2021,96
777,Colombia,entering,against public state security,2021,3508
778,Italy,entering,against public state security,2021,3539
779,Mexico,entering,against public state security,2021,11582
780,Argentina,persons held,intending to cause death,2016,12173
781,Australia,persons held,intending to cause death,2016,2454
782,Belize,persons held,intending to cause death,2016,137
783,Switzerland,persons held,intending to cause death,2016,432
784,Colombia,persons held,intending to cause death,2016,29842
785,Spain,persons held,intending to cause death,2016,3903
786,Croatia,persons held,intending to cause death,2016,354
787,Luxembourg,persons held,intending to cause death,2016,44
788,Mexico,persons held,intending to cause death,2016,41988
789,Portugal,persons held,intending to cause death,2016,1008
790,Thailand,persons held,intending to cause death,2016,24424
791,Argentina,persons held,intending to cause death,2017,13691
792,Australia,persons held,intending to cause death,2017,2496
793,Bermuda,persons held,intending to cause death,2017,42
794,Chile,persons held,intending to cause death,2017,126
795,Colombia,persons held,intending to cause death,2017,28205
796,Spain,persons held,intending to cause death,2017,3815
797,Croatia,persons held,intending to cause death,2017,354
798,Luxembourg,persons held,intending to cause death,2017,78
799,Mexico,persons held,intending to cause death,2017,49895
800,Portugal,persons held,intending to cause death,2017,1024
801,Argentina,persons held,intending to cause death,2018,15568
802,Switzerland,persons held,intending to cause death,2018,540
803,Chile,persons held,intending to cause death,2018,11
804,Dominica,persons held,intending to cause death,2018,58
805,Mexico,persons held,intending to cause death,2018,49895
806,Malta,persons held,intending to cause death,2018,51
807,Portugal,persons held,intending to cause death,2018,837
808,Argentina,persons held,intending to cause death,2019,15212
809,Belize,persons held,intending to cause death,2019,363
810,Bermuda,persons held,intending to cause death,2019,54
811,Switzerland,persons held,intending to cause death,2019,495
812,Chile,persons held,intending to cause death,2019,6
813,Dominica,persons held,intending to cause death,2019,70
814,Spain,persons held,intending to cause death,2019,3566
815,Malta,persons held,intending to cause death,2019,49
816,Portugal,persons held,intending to cause death,2019,794
817,Argentina,persons held,intending to cause death,2020,14032
818,Austria,persons held,intending to cause death,2020,748
819,Chile,persons held,intending to cause death,2020,3975
820,Colombia,persons held,intending to cause death,2020,35763
821,Italy,persons held,intending to cause death,2020,8964
822,Mexico,persons held,intending to cause death,2020,57177
823,Portugal,persons held,intending to cause death,2020,915
824,Argentina,persons held,intending to cause death,2021,16027
825,Austria,persons held,intending to cause death,2021,754
826,Chile,persons held,intending to cause death,2021,3682
827,Colombia,persons held,intending to cause death,2021,36106
828,Italy,persons held,intending to cause death,2021,9000
829,Mexico,persons held,intending to cause death,2021,57329
830,Malta,persons held,intending to cause death,2021,69
831,Portugal,persons held,intending to cause death,2021,940
832,Australia,persons held,other,2016,11799
833,Belize,persons held,other,2016,247
834,Croatia,persons held,other,2016,1002
835,Mexico,persons held,other,2016,14
836,Portugal,persons held,other,2016,1218
837,Bermuda,persons held,other,2017,69
838,Croatia,persons held,other,2017,1002
839,Luxembourg,persons held,other,2017,26
840,Portugal,persons held,other,2017,1140
841,Argentina,persons held,other,2018,13435
842,Dominica,persons held,other,2018,240
843,Mexico,persons held,other,2018,23387
844,Malta,persons held,other,2018,312
845,Portugal,persons held,other,2018,1219
846,Argentina,persons held,other,2019,16458
847,Belize,persons held,other,2019,58
848,Bermuda,persons held,other,2019,15
849,Dominica,persons held,other,2019,192
850,Spain,persons held,other,2019,9134
851,Malta,persons held,other,2019,433
852,Portugal,persons held,other,2019,1208
853,Argentina,persons held,other,2020,16660
854,Chile,persons held,other,2020,25
855,Colombia,persons held,other,2020,48086
856,Italy,persons held,other,2020,5793
857,Mexico,persons held,other,2020,4265
858,Portugal,persons held,other,2020,3986
859,Argentina,persons held,other,2021,18593
860,Chile,persons held,other,2021,32
861,Colombia,persons held,other,2021,49043
862,Italy,persons held,other,2021,5803
863,Mexico,persons held,other,2021,4484
864,Malta,persons held,other,2021,458
865,Portugal,persons held,other,2021,4206
866,Argentina,persons held,acts to cause harm,2016,4272
867,Australia,persons held,acts to cause harm,2016,5296
868,Belize,persons held,acts to cause harm,2016,134
869,Switzerland,persons held,acts to cause harm,2016,220
870,Colombia,persons held,acts to cause harm,2016,10142
871,Spain,persons held,acts to cause harm,2016,2466
872,Croatia,persons held,acts to cause harm,2016,60
873,Luxembourg,persons held,acts to cause harm,2016,270
874,Mexico,persons held,acts to cause harm,2016,34216
875,Portugal,persons held,acts to cause harm,2016,348
876,Thailand,persons held,acts to cause harm,2016,6028
877,Argentina,persons held,acts to cause harm,2017,5303
878,Australia,persons held,acts to cause harm,2017,6111
879,Bermuda,persons held,acts to cause harm,2017,22
880,Chile,persons held,acts to cause harm,2017,11
881,Colombia,persons held,acts to cause harm,2017,8894
882,Spain,persons held,acts to cause harm,2017,2384
883,Croatia,persons held,acts to cause harm,2017,60
884,Luxembourg,persons held,acts to cause harm,2017,50
885,Mexico,persons held,acts to cause harm,2017,42673
886,Portugal,persons held,acts to cause harm,2017,363
887,Argentina,persons held,acts to cause harm,2018,5098
888,Switzerland,persons held,acts to cause harm,2018,231
889,Chile,persons held,acts to cause harm,2018,14
890,Dominica,persons held,acts to cause harm,2018,41
891,Mexico,persons held,acts to cause harm,2018,44913
892,Malta,persons held,acts to cause harm,2018,12
893,Portugal,persons held,acts to cause harm,2018,398
894,Argentina,persons held,acts to cause harm,2019,5820
895,Belize,persons held,acts to cause harm,2019,36
896,Bermuda,persons held,acts to cause harm,2019,16
897,Switzerland,persons held,acts to cause harm,2019,216
898,Chile,persons held,acts to cause harm,2019,20
899,Dominica,persons held,acts to cause harm,2019,48
900,Spain,persons held,acts to cause harm,2019,2272
901,Malta,persons held,acts to cause harm,2019,20
902,Portugal,persons held,acts to cause harm,2019,379
903,Argentina,persons held,acts to cause harm,2020,5095
904,Austria,persons held,acts to cause harm,2020,3642
905,Chile,persons held,acts to cause harm,2020,1633
906,Colombia,persons held,acts to cause harm,2020,20262
907,Italy,persons held,acts to cause harm,2020,17010
908,Mexico,persons held,acts to cause harm,2020,49906
909,Portugal,persons held,acts to cause harm,2020,56
910,Argentina,persons held,acts to cause harm,2021,6960
911,Austria,persons held,acts to cause harm,2021,4238
912,Chile,persons held,acts to cause harm,2021,1856
913,Colombia,persons held,acts to cause harm,2021,20336
914,Italy,persons held,acts to cause harm,2021,17736
915,Mexico,persons held,acts to cause harm,2021,56425
916,Malta,persons held,acts to cause harm,2021,51
917,Portugal,persons held,acts to cause harm,2021,61
918,Argentina,persons held,violent against property,2016,30946
919,Australia,persons held,violent against property,2016,3110
920,Belize,persons held,violent against property,2016,95
921,Switzerland,persons held,violent against property,2016,292
922,Colombia,persons held,violent against property,2016,29205
923,Spain,persons held,violent against property,2016,19592
924,Croatia,persons held,violent against property,2016,501
925,Luxembourg,persons held,violent against property,2016,45
926,Mexico,persons held,violent against property,2016,108673
927,Portugal,persons held,violent against property,2016,1481
928,Thailand,persons held,violent against property,2016,3133
929,Argentina,persons held,violent against property,2017,32093
930,Australia,persons held,violent against property,2017,3035
931,Bermuda,persons held,violent against property,2017,10
932,Colombia,persons held,violent against property,2017,27519
933,Spain,persons held,violent against property,2017,19365
934,Croatia,persons held,violent against property,2017,501
935,Luxembourg,persons held,violent against property,2017,64
936,Mexico,persons held,violent against property,2017,63582
937,Portugal,persons held,violent against property,2017,1508
938,Argentina,persons held,violent against property,2018,35668
939,Switzerland,persons held,violent against property,2018,369
940,Chile,persons held,violent against property,2018,207
941,Dominica,persons held,violent against property,2018,32
942,Mexico,persons held,violent against property,2018,30033
943,Malta,persons held,violent against property,2018,199
944,Portugal,persons held,violent against property,2018,1236
945,Argentina,persons held,violent against property,2019,37585
946,Bermuda,persons held,violent against property,2019,9
947,Switzerland,persons held,violent against property,2019,248
948,Chile,persons held,violent against property,2019,189
949,Dominica,persons held,violent against property,2019,40
950,Spain,persons held,violent against property,2019,15100
951,Malta,persons held,violent against property,2019,206
952,Portugal,persons held,violent against property,2019,1336
953,Argentina,persons held,violent against property,2020,32955
954,Austria,persons held,violent against property,2020,1634
955,Chile,persons held,violent against property,2020,29338
956,Italy,persons held,violent against property,2020,20012
957,Mexico,persons held,violent against property,2020,41302
958,Portugal,persons held,violent against property,2020,955
959,Argentina,persons held,violent against property,2021,35483
960,Austria,persons held,violent against property,2021,1660
961,Chile,persons held,violent against property,2021,32957
962,Italy,persons held,violent against property,2021,20097
963,Mexico,persons held,violent against property,2021,78412
964,Portugal,persons held,violent against property,2021,989
965,Argentina,persons held,against property only,2016,2292
966,Australia,persons held,against property only,2016,5423
967,Belize,persons held,against property only,2016,326
968,Switzerland,persons held,against property only,2016,966
969,Luxembourg,persons held,against property only,2016,379
970,Portugal,persons held,against property only,2016,1524
971,Thailand,persons held,against property only,2016,25539
972,Argentina,persons held,against property only,2017,2971
973,Australia,persons held,against property only,2017,5378
974,Bermuda,persons held,against property only,2017,27
975,Chile,persons held,against property only,2017,241
976,Luxembourg,persons held,against property only,2017,187
977,Portugal,persons held,against property only,2017,1558
978,Argentina,persons held,against property only,2018,8401
979,Switzerland,persons held,against property only,2018,1076
980,Chile,persons held,against property only,2018,10
981,Dominica,persons held,against property only,2018,34
982,Mexico,persons held,against property only,2018,55827
983,Malta,persons held,against property only,2018,17
984,Portugal,persons held,against property only,2018,1789
985,Argentina,persons held,against property only,2019,7056
986,Belize,persons held,against property only,2019,282
987,Bermuda,persons held,against property only,2019,30
988,Switzerland,persons held,against property only,2019,862
989,Chile,persons held,against property only,2019,9
990,Dominica,persons held,against property only,2019,28
991,Spain,persons held,against property only,2019,3929
992,Malta,persons held,against property only,2019,30
993,Portugal,persons held,against property only,2019,1434
994,Argentina,persons held,against property only,2020,7623
995,Austria,persons held,against property only,2020,3954
996,Chile,persons held,against property only,2020,6663
997,Colombia,persons held,against property only,2020,39066
998,Italy,persons held,against property only,2020,13896
999,Mexico,persons held,against property only,2020,34166
1000,Portugal,persons held,against property only,2020,1049
1001,Argentina,persons held,against property only,2021,7388
1002,Austria,persons held,against property only,2021,4086
1003,Chile,persons held,against property only,2021,4042
1004,Colombia,persons held,against property only,2021,38850
1005,Italy,persons held,against property only,2021,14130
1006,Mexico,persons held,against property only,2021,50723
1007,Malta,persons held,against property only,2021,18
1008,Portugal,persons held,against property only,2021,1089
1009,Argentina,persons held,controlled psychoactive substances,2010,1789
1010,Australia,persons held,controlled psychoactive substances,2010,3233
1011,Austria,persons held,controlled psychoactive substances,2010,1022
1012,Switzerland,persons held,controlled psychoactive substances,2010,993
1013,Colombia,persons held,controlled psychoactive substances,2010,16536
1014,Czechia,persons held,controlled psychoactive substances,2010,2019
1015,Italy,persons held,controlled psychoactive substances,2010,14791
1016,Mexico,persons held,controlled psychoactive substances,2010,2480
1017,Portugal,persons held,controlled psychoactive substances,2010,1950
1018,Slovenia,persons held,controlled psychoactive substances,2010,89
1019,Argentina,persons held,controlled psychoactive substances,2011,2296
1020,Australia,persons held,controlled psychoactive substances,2011,3296
1021,Austria,persons held,controlled psychoactive substances,2011,1063
1022,Switzerland,persons held,controlled psychoactive substances,2011,887
1023,Colombia,persons held,controlled psychoactive substances,2011,20232
1024,Czechia,persons held,controlled psychoactive substances,2011,2236
1025,Italy,persons held,controlled psychoactive substances,2011,15059
1026,Mexico,persons held,controlled psychoactive substances,2011,11623
1027,Portugal,persons held,controlled psychoactive substances,2011,2075
1028,Slovenia,persons held,controlled psychoactive substances,2011,123
1029,Argentina,persons held,controlled psychoactive substances,2012,2005
1030,Australia,persons held,controlled psychoactive substances,2012,3408
1031,Austria,persons held,controlled psychoactive substances,2012,1051
1032,Belize,persons held,controlled psychoactive substances,2012,238
1033,Switzerland,persons held,controlled psychoactive substances,2012,754
1034,Chile,persons held,controlled psychoactive substances,2012,8535
1035,Colombia,persons held,controlled psychoactive substances,2012,17417
1036,Czechia,persons held,controlled psychoactive substances,2012,1645
1037,Spain,persons held,controlled psychoactive substances,2012,14545
1038,Israel,persons held,controlled psychoactive substances,2012,882
1039,Italy,persons held,controlled psychoactive substances,2012,14985
1040,Mexico,persons held,controlled psychoactive substances,2012,7335
1041,Portugal,persons held,controlled psychoactive substances,2012,2252
1042,Trinidad and Tobago,persons held,controlled psychoactive substances,2012,764
1043,Argentina,persons held,controlled psychoactive substances,2013,2232
1044,Australia,persons held,controlled psychoactive substances,2013,3633
1045,Austria,persons held,controlled psychoactive substances,2013,962
1046,Belize,persons held,controlled psychoactive substances,2013,244
1047,Bermuda,persons held,controlled psychoactive substances,2013,45
1048,Chile,persons held,controlled psychoactive substances,2013,7745
1049,Czechia,persons held,controlled psychoactive substances,2013,1945
1050,Spain,persons held,controlled psychoactive substances,2013,13839
1051,Israel,persons held,controlled psychoactive substances,2013,796
1052,Italy,persons held,controlled psychoactive substances,2013,14155
1053,Portugal,persons held,controlled psychoactive substances,2013,2290
1054,Trinidad and Tobago,persons held,controlled psychoactive substances,2013,967
1055,Argentina,persons held,controlled psychoactive substances,2014,2092
1056,Australia,persons held,controlled psychoactive substances,2014,4035
1057,Austria,persons held,controlled psychoactive substances,2014,948
1058,Belize,persons held,controlled psychoactive substances,2014,320
1059,Bermuda,persons held,controlled psychoactive substances,2014,44
1060,Switzerland,persons held,controlled psychoactive substances,2014,955
1061,Chile,persons held,controlled psychoactive substances,2014,7789
1062,Colombia,persons held,controlled psychoactive substances,2014,16626
1063,Costa Rica,persons held,controlled psychoactive substances,2014,1983
1064,Czechia,persons held,controlled psychoactive substances,2014,2285
1065,Ecuador,persons held,controlled psychoactive substances,2014,2163
1066,Spain,persons held,controlled psychoactive substances,2014,13085
1067,Croatia,persons held,controlled psychoactive substances,2014,476
1068,Israel,persons held,controlled psychoactive substances,2014,841
1069,Italy,persons held,controlled psychoactive substances,2014,11296
1070,Mexico,persons held,controlled psychoactive substances,2014,13220
1071,Malta,persons held,controlled psychoactive substances,2014,209
1072,Portugal,persons held,controlled psychoactive substances,2014,2217
1073,Thailand,persons held,controlled psychoactive substances,2014,2387
1074,Trinidad and Tobago,persons held,controlled psychoactive substances,2014,877
1075,Argentina,persons held,controlled psychoactive substances,2015,2476
1076,Australia,persons held,controlled psychoactive substances,2015,4732
1077,Switzerland,persons held,controlled psychoactive substances,2015,848
1078,Chile,persons held,controlled psychoactive substances,2015,7636
1079,Costa Rica,persons held,controlled psychoactive substances,2015,1852
1080,Czechia,persons held,controlled psychoactive substances,2015,1991
1081,Spain,persons held,controlled psychoactive substances,2015,11933
1082,Croatia,persons held,controlled psychoactive substances,2015,316
1083,Italy,persons held,controlled psychoactive substances,2015,10399
1084,Jamaica,persons held,controlled psychoactive substances,2015,196
1085,Mexico,persons held,controlled psychoactive substances,2015,19126
1086,Malta,persons held,controlled psychoactive substances,2015,198
1087,Thailand,persons held,controlled psychoactive substances,2015,170983
1088,Trinidad and Tobago,persons held,controlled psychoactive substances,2015,770
1089,Argentina,persons held,controlled psychoactive substances,2016,9923
1090,Australia,persons held,controlled psychoactive substances,2016,5204
1091,Belize,persons held,controlled psychoactive substances,2016,292
1092,Switzerland,persons held,controlled psychoactive substances,2016,801
1093,Colombia,persons held,controlled psychoactive substances,2016,24948
1094,Spain,persons held,controlled psychoactive substances,2016,10761
1095,Croatia,persons held,controlled psychoactive substances,2016,252
1096,Luxembourg,persons held,controlled psychoactive substances,2016,73
1097,Mexico,persons held,controlled psychoactive substances,2016,15159
1098,Portugal,persons held,controlled psychoactive substances,2016,2208
1099,Thailand,persons held,controlled psychoactive substances,2016,300
1100,Argentina,persons held,controlled psychoactive substances,2017,11784
1101,Australia,persons held,controlled psychoactive substances,2017,6131
1102,Chile,persons held,controlled psychoactive substances,2017,14
1103,Colombia,persons held,controlled psychoactive substances,2017,24618
1104,Spain,persons held,controlled psychoactive substances,2017,9617
1105,Croatia,persons held,controlled psychoactive substances,2017,252
1106,Luxembourg,persons held,controlled psychoactive substances,2017,185
1107,Mexico,persons held,controlled psychoactive substances,2017,28303
1108,Portugal,persons held,controlled psychoactive substances,2017,1950
1109,Argentina,persons held,controlled psychoactive substances,2018,14349
1110,Switzerland,persons held,controlled psychoactive substances,2018,898
1111,Chile,persons held,controlled psychoactive substances,2018,35
1112,Mexico,persons held,controlled psychoactive substances,2018,32100
1113,Portugal,persons held,controlled psychoactive substances,2018,1675
1114,Argentina,persons held,controlled psychoactive substances,2019,14936
1115,Bermuda,persons held,controlled psychoactive substances,2019,29
1116,Switzerland,persons held,controlled psychoactive substances,2019,638
1117,Chile,persons held,controlled psychoactive substances,2019,29
1118,Spain,persons held,controlled psychoactive substances,2019,8276
1119,Portugal,persons held,controlled psychoactive substances,2019,1862
1120,Argentina,persons held,controlled psychoactive substances,2020,12491
1121,Austria,persons held,controlled psychoactive substances,2020,3901
1122,Chile,persons held,controlled psychoactive substances,2020,9359
1123,Colombia,persons held,controlled psychoactive substances,2020,36979
1124,Italy,persons held,controlled psychoactive substances,2020,18824
1125,Mexico,persons held,controlled psychoactive substances,2020,24994
1126,Portugal,persons held,controlled psychoactive substances,2020,1773
1127,Argentina,persons held,controlled psychoactive substances,2021,12348
1128,Austria,persons held,controlled psychoactive substances,2021,4315
1129,Chile,persons held,controlled psychoactive substances,2021,10568
1130,Colombia,persons held,controlled psychoactive substances,2021,35918
1131,Italy,persons held,controlled psychoactive substances,2021,18999
1132,Mexico,persons held,controlled psychoactive substances,2021,23730
1133,Portugal,persons held,controlled psychoactive substances,2021,1742
1134,Australia,persons held,acts against public order,2016,32
1135,Switzerland,persons held,acts against public order,2016,2
1136,Colombia,persons held,acts against public order,2016,117
1137,Spain,persons held,acts against public order,2016,1916
1138,Luxembourg,persons held,acts against public order,2016,70
1139,Mexico,persons held,acts against public order,2016,1102
1140,Portugal,persons held,acts against public order,2016,683
1141,Thailand,persons held,acts against public order,2016,700
1142,Australia,persons held,acts against public order,2017,24
1143,Colombia,persons held,acts against public order,2017,121
1144,Spain,persons held,acts against public order,2017,1811
1145,Luxembourg,persons held,acts against public order,2017,21
1146,Mexico,persons held,acts against public order,2017,886
1147,Portugal,persons held,acts against public order,2017,819
1148,Argentina,persons held,acts against public order,2018,1585
1149,Switzerland,persons held,acts against public order,2018,1
1150,Chile,persons held,acts against public order,2018,15
1151,Dominica,persons held,acts against public order,2018,5
1152,Mexico,persons held,acts against public order,2018,2839
1153,Malta,persons held,acts against public order,2018,2
1154,Portugal,persons held,acts against public order,2018,600
1155,Argentina,persons held,acts against public order,2019,1502
1156,Switzerland,persons held,acts against public order,2019,2
1157,Chile,persons held,acts against public order,2019,18
1158,Dominica,persons held,acts against public order,2019,17
1159,Spain,persons held,acts against public order,2019,1652
1160,Malta,persons held,acts against public order,2019,1
1161,Portugal,persons held,acts against public order,2019,712
1162,Argentina,persons held,acts against public order,2020,1242
1163,Austria,persons held,acts against public order,2020,195
1164,Chile,persons held,acts against public order,2020,57
1165,Colombia,persons held,acts against public order,2020,2551
1166,Italy,persons held,acts against public order,2020,15602
1167,Mexico,persons held,acts against public order,2020,1970
1168,Portugal,persons held,acts against public order,2020,146
1169,Argentina,persons held,acts against public order,2021,1495
1170,Austria,persons held,acts against public order,2021,311
1171,Chile,persons held,acts against public order,2021,74
1172,Colombia,persons held,acts against public order,2021,2386
1173,Italy,persons held,acts against public order,2021,15925
1174,Mexico,persons held,acts against public order,2021,2786
1175,Malta,persons held,acts against public order,2021,2
1176,Portugal,persons held,acts against public order,2021,132
1177,Australia,persons held,against public state security,2016,316
1178,Switzerland,persons held,against public state security,2016,15
1179,Colombia,persons held,against public state security,2016,35279
1180,Luxembourg,persons held,against public state security,2016,159
1181,Mexico,persons held,against public state security,2016,16380
1182,Portugal,persons held,against public state security,2016,1878
1183,Thailand,persons held,against public state security,2016,142
1184,Australia,persons held,against public state security,2017,392
1185,Colombia,persons held,against public state security,2017,30590
1186,Luxembourg,persons held,against public state security,2017,10
1187,Mexico,persons held,against public state security,2017,30911
1188,Portugal,persons held,against public state security,2017,1535
1189,Argentina,persons held,against public state security,2018,1044
1190,Switzerland,persons held,against public state security,2018,5
1191,Dominica,persons held,against public state security,2018,17
1192,Mexico,persons held,against public state security,2018,47846
1193,Portugal,persons held,against public state security,2018,1773
1194,Argentina,persons held,against public state security,2019,1355
1195,Switzerland,persons held,against public state security,2019,5
1196,Dominica,persons held,against public state security,2019,14
1197,Spain,persons held,against public state security,2019,33
1198,Portugal,persons held,against public state security,2019,1676
1199,Argentina,persons held,against public state security,2020,1521
1200,Austria,persons held,against public state security,2020,1451
1201,Chile,persons held,against public state security,2020,46
1202,Colombia,persons held,against public state security,2020,78134
1203,Italy,persons held,against public state security,2020,15175
1204,Mexico,persons held,against public state security,2020,27151
1205,Portugal,persons held,against public state security,2020,11
1206,Argentina,persons held,against public state security,2021,1327
1207,Austria,persons held,against public state security,2021,1712
1208,Chile,persons held,against public state security,2021,83
1209,Colombia,persons held,against public state security,2021,79044
1210,Italy,persons held,against public state security,2021,15012
1211,Mexico,persons held,against public state security,2021,30043
1212,Malta,persons held,against public state security,2021,2
1213,Portugal,persons held,against public state security,2021,11
1214,Costa Rica,entering,intentional homicide,2016,3
1215,Dominica,entering,intentional homicide,2016,93
1216,Italy,entering,intentional homicide,2016,2
1217,Mexico,entering,intentional homicide,2016,8
1218,Antigua and Barbuda,entering,intentional homicide,2017,7
1219,Bermuda,entering,intentional homicide,2017,16
1220,Switzerland,entering,intentional homicide,2017,1
1221,Chile,entering,intentional homicide,2017,1
1222,Costa Rica,entering,intentional homicide,2017,4
